"","HOUSEID","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","HBHTNRNT","HBPPOPDN","HBRESDN","HTEEMPDN","HTHTNRNT","HTPPOPDN","HTRESDN","SMPLSRCE","PERSONID","R_AGE","EDUC","R_HISP","R_RELAT","R_SEX","R_RACE","PRMACT","PAYPROF","GT1JBLWK","WRK_HOME","WKFTPT","WRKTRANS","LSTTRDAY17","OCCAT","SCHTYP","NWALKTRP","WALK4EX","NBIKETRP","BIKE4EX","BIKESHARE","PTUSED","MCUSED","CARSHARE","RIDESHARE","CARRODE","TIMETOWK","NOCONG","PUBTIME","WRKTIME","WKRMHM","FLEXTIME","WKFMHMXX","SCHTRN1","SCHTRN2","DELIVER","MEDCOND","MEDCOND6","HEALTH","PHYACT","VPACT","LPACT","BORNINUS","YRTOUS","YEARMILE","PROXY","WHOPROXY","USEPUBTR","SAMEPLC","W_NONE","W_CANE","W_WLKR","W_WHCANE","W_DOG","W_CRUTCH","W_SCOOTR","W_CHAIR","W_MTRCHR","WORKER","DIARY","OUTCNTRY","FRSTHM17","CNTTDTR","GCDWORK","WKSTFIPS","DRIVER","OUTOFTWN","DISTTOWK17","DISTTOSC17","ALT_16","ALT_23","ALT_45","WALK_DEF","WALK_GKQ","BIKE_DFR","BIKE_GKP","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDTAX","WTPERFIN","SAMPSTRAT","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","CNTTDHH","YOUNGCHILD","SCRESP","RESP_CNT","WEBUSE17","WTHHFIN","NCHILD0TO5","NCHILD6TO17","UNIQUEID","NTOUR","HBSimple","HBOnly","HBandWB","MODEALLTRANSIT","MODEMIXED","MODENOTRANSIT","WORKACTDUR","WORKTRAVELDUR","WORKACTTRAVELDUR","TRANSITACTDUR","TRANSITTRAVELDUR","TRANSITACTTRAVELDUR","NONTRANSITACTDUR","NONTRANSITTRAVELDUR","NONTRANSITACTTRAVELDUR","NONWORKACTDUR","MALE","HISPANIC","MULTIJOB","FULLTIME","FLEXIBLE","LOWINCOME","MIDINCOME","HIGHINCOME","MSA1MILWITHRAIL","MSA1MILWITHOUTRAIL","MSALESS1MIL","NOTMSA","PCHILD0TO5","PCHILD6TO17","NONWORKTRAVELDUR","NONWORKACTTRAVELDUR","OTHER"
"1285",40072836,4,1,3,3,8,3,"NY",36,2,3,201701,1,8,1,5,1,1,5,1,2,1,21,97,1,"35620",0,1500,300,750,5,1500,750,2,2,52,3,2,2,1,2,1,-1,2,2,1,15,-1,4,-1,5,5,0,-1,-1,5,-1,0,0,-9,120,-1,20,"07:00 AM",2,1,-1,-1,-1,5,2,-1,1,3,4,-1,2,1969,-88,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,47.119999999999,36,1,2,56.3899999999994,-9,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102.402819988183,1,1,3,5,4,4,1,5,5,4,5,4,4,4,4,4,1,13,0,1,3,1,59.9589142693791,0,1,"40072836_2",1,0,1,0,1,0,0,570,120,690,50,120,170,0,0,0,50,1,0,0,1,1,0,0,1,1,0,0,0,0,1,120,170,0
"1286",40073867,1,2,1,0,7,0,"NY",36,1,1,201701,1,1,1,5,1,1,5,1,2,1,21,1,2,"35620",95,30000,30000,5000,90,30000,30000,1,1,34,5,2,1,2,1,1,-1,1,2,1,16,-1,4,-1,14,0,0,-1,-1,30,-1,0,2,-9,60,-1,15,"10:00 AM",2,1,-1,-1,-1,15,2,-1,2,3,6,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,6.54999999999995,36,2,2,7.68999999999983,-9,4,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1799.51283440396,1,1,1,2,1,5,4,4,4,1,5,5,2,4,5,2,2,5,0,1,1,1,1725.31104156596,0,0,"40073867_1",1,0,1,0,1,0,0,215,60,275,25,50,75,10,5,15,35,0,0,1,1,1,0,1,0,1,0,0,0,0,0,55,90,0
"1287",40074366,6,1,1,1,7,1,"VA",51,1,1,201703,1,1,1,5,1,1,5,1,5,3,51,1,2,"47900",80,17000,17000,5000,60,17000,7000,1,1,69,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,23,20,0,-1,-1,25,-1,0,0,-9,70,-1,20,"07:30 AM",2,1,-1,-1,-1,1,2,-1,1,3,3,-1,1,-1,20000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,10.0899999999997,24,1,2,17.4799999999996,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1875.45986726331,1,1,2,5,2,5,2,4,1,1,5,5,4,2,5,2,2,3,0,1,1,1,1924.67587652599,0,0,"40074366_1",1,1,0,0,1,0,0,518,70,588,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"1288",40075257,2,1,2,4,11,2,"CA",6,2,2,201702,1,2,1,5,1,1,5,1,9,4,91,1,2,"31080",40,17000,17000,5000,60,17000,17000,2,2,46,4,1,2,1,1,1,-1,2,2,1,11,-1,4,-1,20,20,0,-1,-1,23,-1,0,5,-9,30,-1,1,"08:30 AM",2,1,-1,-1,-1,1,2,-1,1,3,3,-1,1,-1,7500,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,3.18999999999994,6,1,2,4.40999999999985,-9,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,871.075950044282,1,1,1,3,1,2,2,3,1,3,5,4,3,5,4,4,1,9,0,1,2,1,591.391528089084,0,0,"40075257_2",1,0,1,0,1,0,0,510,30,540,0,0,0,3,5,8,3,1,1,0,1,1,0,0,1,1,0,0,0,0,0,5,8,0
"1289",40075282,3,2,2,0,4,1,"CA",6,2,1,201704,1,10,1,5,1,1,5,1,9,4,91,1,1,"31080",30,7000,7000,5000,40,7000,3000,2,2,28,3,1,3,1,1,1,-1,2,2,1,11,-1,1,-1,3,3,0,-1,-1,5,-1,0,0,-9,30,-1,0,"04:00 PM",2,2,-1,-1,-1,0,2,-1,1,3,3,-1,1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,5,3.13999999999999,6,2,2,4.52999999999997,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3935.05373424058,1,1,5,5,2,-9,-1,-9,1,-9,-9,3,1,3,3,1,1,7,0,1,2,1,2966.40968762883,0,0,"40075282_2",2,1,0,0,0,1,0,390,30,420,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"1290",40076796,2,2,4,0,9,2,"NY",36,2,2,201611,1,6,1,5,1,1,5,1,2,1,21,1,2,"35620",70,30000,17000,5000,70,30000,17000,2,1,56,4,2,1,2,1,1,-1,1,2,2,16,-1,4,-1,50,0,0,-1,-1,29,-1,0,4,-9,50,-1,0,"09:00 AM",2,2,-1,-1,-1,2,2,-1,1,2,-1,3,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,7.13999999999987,36,1,2,11.1399999999999,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3634.68071904536,1,1,1,5,1,3,5,3,2,1,5,4,3,2,3,2,1,14,0,1,4,1,3839.03662794243,0,2,"40076796_1",1,0,0,1,1,0,0,440,50,490,0,0,0,45,20,65,45,0,0,1,0,0,0,0,1,1,0,0,0,0,1,20,65,0
"1291",40076819,7,2,1,0,6,0,"NY",36,1,1,201701,1,1,3,1,2,1,1,1,2,1,23,3,2,"XXXXX",90,7000,7000,5000,90,7000,7000,2,1,34,5,2,1,1,3,1,-1,2,2,1,11,-1,4,-1,1,0,0,-1,-1,20,-1,0,0,-9,15,-1,15,"09:15 AM",1,1,3,-1,-1,0,2,-1,1,1,-1,-1,2,2015,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,0.75,36,2,2,1.26999999999998,-9,4,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.6375413682273,3,1,1,1,3,5,5,5,1,5,5,4,4,2,3,2,2,2,0,1,1,1,58.7332039827376,0,0,"40076819_1",1,1,0,0,1,0,0,495,15,510,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"1292",40077181,2,2,4,1,1,2,"TX",48,2,2,201702,1,4,2,5,2,1,4,1,7,3,72,3,2,"26420",95,7000,7000,5000,90,7000,7000,2,1,36,5,2,1,1,3,1,-1,2,2,1,11,-1,4,-1,6,6,0,-1,-1,4,-1,0,0,-9,15,-1,5,"08:30 AM",2,1,-1,-1,-1,2,2,-1,2,1,-1,-1,2,2013,5000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,1.03999999999996,48,1,2,1.63,-9,1,4,4,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,912.576801742512,2,1,1,2,2,4,1,4,4,4,4,2,2,2,2,2,1,8,2,1,4,1,779.233107607993,0,0,"40077181_1",2,1,0,0,1,0,0,520,15,535,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"1293",40077671,4,2,1,1,4,0,"CA",6,1,1,201702,1,1,2,4,2,1,4,1,9,4,92,97,1,"40900",70,7000,3000,3000,60,7000,3000,2,1,26,4,1,1,2,97,1,-1,2,2,1,11,-1,1,-1,15,0,3,2,0,50,-1,0,15,-9,45,-1,11,"06:50 AM",1,1,0,-1,-1,2,2,-1,1,3,4,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,3.42999999999995,6,2,2,5.93999999999983,-9,4,4,4,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,390.946856669888,2,1,1,1,1,1,-1,3,1,1,-9,5,4,2,1,2,2,4,0,1,1,1,311.1844026274,0,0,"40077671_1",2,1,0,0,1,0,0,513,45,558,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"1294",40078013,2,1,5,2,9,2,"IL",17,2,1,201703,1,4,1,5,1,1,5,1,3,2,31,3,2,"16980",30,3000,750,1500,20,3000,1500,1,1,35,5,2,1,1,3,1,-1,2,2,1,15,-1,4,-1,10,0,0,-1,-1,20,-1,0,0,-9,90,-1,60,"08:00 AM",2,1,-1,-1,-1,2,2,-1,2,2,-1,1,1,-1,8000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,27.0999999999995,17,1,2,37.3199999999997,-9,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4330.52442110525,1,1,1,3,1,4,2,4,4,1,3,4,3,4,1,1,1,17,1,1,5,1,3892.44177038913,1,1,"40078013_1",1,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
"1296",40079466,2,1,2,1,10,2,"TX",48,2,1,201612,1,2,2,5,2,1,4,1,7,3,72,3,2,"26420",70,1500,750,1500,70,1500,750,2,1,60,5,2,1,1,3,1,-1,2,2,1,11,-1,4,-1,5,5,0,-1,-1,19,-1,0,0,-9,45,-1,0,"06:05 AM",2,1,-1,-1,-1,0,2,-1,2,2,-1,5,2,2007,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,25.3899999999994,48,1,2,28.2799999999997,-9,1,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,251.142523411832,2,2,1,1,2,-9,1,-9,1,4,4,1,1,1,2,1,1,4,0,1,2,1,278.713761168812,0,0,"40079466_1",1,1,0,0,1,0,0,575,45,620,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"1297",40079774,3,1,1,1,10,1,"CA",6,1,1,201702,1,1,1,5,1,1,5,1,9,4,91,1,2,"41860",50,17000,7000,5000,50,17000,7000,2,1,48,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,15,4,0,-1,-1,5,-1,0,2,-9,40,-1,0,"09:15 AM",2,1,-1,-1,-1,2,2,-1,2,2,-1,4,1,-1,1000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,5,3.80999999999995,6,1,2,5.54999999999995,-9,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,222.87408212635,1,1,1,2,1,5,2,4,3,1,5,4,4,4,5,3,2,5,0,1,1,1,218.709977384147,0,0,"40079774_1",1,0,0,1,1,0,0,518,40,558,0,0,0,24,17,41,24,0,0,0,1,1,0,0,1,1,0,0,0,0,0,17,41,0
"1298",40080926,3,1,2,1,6,1,"NY",36,2,1,201703,1,7,1,5,1,1,5,1,2,1,21,2,2,"35620",50,30000,17000,5000,60,30000,17000,1,1,57,3,2,1,2,2,1,-1,2,2,1,16,-1,4,-1,14,0,0,-1,-1,22,-1,0,0,-9,40,-1,0,"06:30 AM",2,2,-1,-1,-1,7,2,-1,3,2,-1,1,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,7.07999999999993,36,1,2,9.37999999999965,-9,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3753.02358077811,1,1,1,5,1,5,3,4,3,1,5,3,2,3,3,1,1,6,0,1,2,1,2930.19810441213,0,0,"40080926_1",1,1,0,0,1,0,0,500,40,540,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"1299",40082123,5,1,4,1,5,1,"TX",48,2,1,201701,1,6,2,5,2,1,4,1,7,3,72,3,2,"26420",20,3000,1500,1500,5,3000,750,2,1,42,4,2,1,2,3,1,-1,2,2,1,11,-1,2,-1,2,1,0,-1,-1,4,-1,0,0,-9,70,-1,-9,"07:00 AM",2,2,-1,-1,-1,0,2,-1,4,2,-1,2,2,1989,800,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,23.9099999999999,48,1,2,28,-9,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,382.143139599698,2,1,1,5,5,5,1,4,2,5,5,2,2,3,4,1,1,7,0,1,4,1,420.734584438912,0,2,"40082123_1",1,1,0,0,0,1,0,620,70,690,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"1300",40083575,6,1,2,1,10,2,"NY",36,2,2,201703,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",80,30000,30000,5000,70,30000,30000,1,1,69,5,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,70,0,1,1,0,28,-1,0,0,-9,40,-1,0,"09:50 AM",1,1,4,-1,-1,3,2,-1,2,3,2,-1,1,-1,2000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,9,5.92999999999984,36,1,2,10.0099999999998,-9,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2274.91799454097,1,2,2,5,1,2,2,5,2,1,5,5,4,3,3,3,1,13,0,1,2,2,2334.89376471187,0,0,"40083575_1",1,0,0,1,1,0,0,185,40,225,145,75,220,275,35,310,420,1,0,0,1,1,0,0,1,1,0,0,0,0,0,110,530,0
"1301",40083769,3,1,3,1,6,2,"NJ",34,2,1,201702,1,4,1,5,1,1,5,1,2,1,21,3,2,"35620",5,1500,750,1500,5,3000,750,1,2,34,4,2,2,1,3,1,-1,2,2,1,11,-1,2,-1,7,0,0,-1,-1,20,-1,0,0,-9,90,-1,0,"08:45 AM",1,1,4,-1,-1,0,2,-1,1,2,-1,0,2,2001,5000,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,7,32.5699999999997,36,1,2,42.6999999999989,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6705.03119356611,1,2,1,1,5,5,1,4,1,3,5,3,2,3,3,3,1,11,1,1,3,1,5989.54488382942,0,0,"40083769_2",2,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
"1302",40086169,3,1,1,1,7,1,"MD",24,1,1,201701,1,1,1,5,1,1,5,1,5,3,51,2,2,"47900",40,3000,1500,1500,30,3000,1500,1,1,62,4,2,1,2,2,1,-1,2,2,1,15,-1,4,-1,10,10,0,-1,-1,20,-1,0,0,-9,60,-1,5,"08:00 AM",1,1,2,-1,-1,0,2,-1,2,2,-1,3,1,-1,600,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,7.59999999999991,11,1,2,16.0199999999995,-9,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1906.98644620435,1,1,4,2,2,5,2,4,2,2,5,2,2,3,4,2,2,2,0,1,1,1,1642.67627609385,0,0,"40086169_1",1,1,0,0,1,0,0,512,60,572,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"1303",40086309,3,1,2,0,6,1,"NY",36,2,2,201611,1,2,1,5,1,1,5,1,2,1,21,2,2,"35620",60,17000,7000,5000,80,30000,17000,2,1,62,4,2,1,2,2,1,-1,2,2,1,11,-1,1,-1,5,4,0,-1,-1,25,-1,0,0,-9,45,-1,0,"08:35 AM",1,1,0,-1,-1,1,2,-1,2,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,4.38999999999987,36,2,2,7.53999999999996,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2729.84045440064,1,1,1,5,1,5,5,3,2,4,5,5,1,3,5,1,1,4,0,1,2,1,2114.61314736289,0,0,"40086309_1",1,1,0,0,1,0,0,535,45,580,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"1304",40086531,2,1,1,1,5,1,"MA",25,1,1,201612,1,1,1,5,1,1,5,1,1,1,11,1,2,"14460",20,17000,7000,5000,30,17000,7000,1,1,58,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,6,1,0,-1,-1,22,-1,0,0,-9,45,-1,5,"09:30 AM",2,1,-1,-1,-1,2,2,-1,2,3,3,-1,1,-1,18000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,4.55999999999995,25,1,2,8.34999999999991,-9,3,2,3,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2845.5852831831,1,1,1,5,2,3,2,4,2,1,5,4,3,4,4,4,2,6,0,1,1,1,2509.89402518618,0,0,"40086531_1",1,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
"1305",40087189,7,2,2,1,5,1,"IL",17,2,2,201612,1,2,1,5,1,1,5,1,3,2,31,2,2,"16980",5,7000,1500,3000,30,7000,3000,1,1,33,3,2,1,1,2,1,-1,1,2,1,11,-1,4,-1,7,0,0,-1,-1,20,-1,0,2,-9,2,-1,10,"09:30 AM",1,1,5,-1,-1,0,2,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,10,14.6999999999998,17,2,2,22.0299999999997,-9,4,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14394.222852249,1,1,1,5,1,5,5,1,1,1,3,1,1,1,3,1,2,12,0,1,2,1,9725.55210699939,0,0,"40087189_1",1,0,0,1,0,1,0,467,2,469,0,0,0,77,35,112,77,1,0,1,1,1,0,1,0,1,0,0,0,0,0,35,112,0
"1306",40087359,4,2,1,1,8,1,"CA",6,1,1,201702,1,1,1,5,1,1,5,1,9,4,91,1,1,"41860",80,30000,17000,5000,70,17000,17000,2,1,31,5,1,1,1,1,1,-1,2,2,1,16,-1,4,-1,7,0,0,-1,-1,20,-1,0,10,-9,60,-1,0,"10:00 AM",1,1,0,-1,-1,3,2,-1,1,2,-1,0,2,2009,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,8.41999999999962,6,1,2,10.1799999999998,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2259.98103402409,1,1,1,5,1,4,3,2,2,1,5,5,2,5,5,1,2,2,0,1,1,1,1365.26426192772,0,0,"40087359_1",1,1,0,0,1,0,0,540,60,600,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"1307",40087604,2,2,2,2,11,2,"CA",6,2,1,201704,1,2,1,5,1,1,5,1,9,4,91,1,2,"41860",90,30000,17000,5000,80,17000,7000,2,2,43,5,2,2,1,1,1,-1,2,2,1,15,-1,4,-1,30,5,0,-1,-1,20,-1,0,10,-9,45,-1,5,"09:00 AM",1,1,4,-1,-1,5,2,-1,2,2,-1,5,1,-1,13000,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,8.25999999999976,6,1,2,10.8999999999996,-9,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2003.66756428955,1,1,1,1,1,4,1,3,3,2,5,4,2,5,5,4,1,11,0,1,2,1,1476.39351493622,0,0,"40087604_2",1,1,0,0,1,0,0,517,45,562,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"1308",40088388,5,2,1,0,7,1,"NY",36,1,1,201702,1,1,1,5,1,1,5,1,2,1,21,1,2,"35620",95,30000,30000,5000,70,30000,30000,1,1,26,4,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,7,1,0,-1,-1,25,-1,0,12,-9,25,-1,0,"08:00 AM",1,2,2,-1,-1,20,2,-1,1,3,4,-1,1,-1,700,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,1.47999999999996,36,1,2,2.56999999999994,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1780.9360877308,1,1,1,1,1,4,3,2,5,1,5,5,4,3,5,1,2,2,0,1,1,1,1327.21187993862,0,0,"40088388_1",1,1,0,0,1,0,0,613,25,638,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"1309",40088601,4,1,5,3,9,3,"CA",6,2,1,201701,1,6,3,3,2,1,1,1,9,4,93,1,2,"XXXXX",50,7000,3000,3000,60,7000,3000,2,1,44,5,2,1,1,1,1,-1,2,2,1,15,-1,4,-1,10,0,14,0,0,15,-1,0,0,-9,65,-1,20,"08:15 AM",1,1,4,-1,-1,20,2,-1,3,3,3,-1,1,-1,3000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,15.7799999999997,6,1,2,20.5899999999992,-9,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,373.617099488721,3,1,1,5,2,1,1,5,4,4,5,2,2,4,1,1,1,21,0,1,5,1,368.898311544823,0,3,"40088601_1",1,1,0,0,1,0,0,490,65,555,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
"1310",40088975,6,2,4,1,5,1,"NY",36,2,1,201703,1,5,1,5,1,1,5,1,2,1,21,97,1,"35620",90,30000,17000,5000,70,30000,17000,2,1,42,4,1,1,2,97,1,-1,2,2,1,11,-1,4,-1,5,0,0,-1,-1,0,-1,0,0,-9,15,-1,15,"09:00 AM",2,1,-1,-1,-1,6,2,-1,2,3,7,-1,1,-1,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,2.3599999999999,36,1,2,3.13999999999999,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4808.60454495483,1,1,1,2,1,5,1,4,2,3,5,3,1,1,2,1,1,14,0,1,4,1,3853.28196299126,0,2,"40088975_1",1,0,1,0,0,1,0,360,15,375,30,90,120,115,55,170,145,0,1,0,1,1,0,1,0,1,0,0,0,0,1,145,290,0
"1311",40089036,2,2,2,2,8,2,"TX",48,2,2,201704,1,2,2,5,2,1,4,1,7,3,72,1,2,"19100",80,1500,750,1500,90,3000,1500,2,2,27,4,2,2,1,1,1,-1,2,2,1,16,-1,4,-1,30,16,0,-1,-1,20,-1,0,0,-9,20,-1,0,"08:00 AM",2,2,-1,-1,-1,0,2,-1,1,3,4,-1,1,-1,-88,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,1.28999999999996,48,1,2,2.86999999999989,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,398.80190082934,2,1,1,3,1,2,2,3,4,2,5,2,2,2,1,1,1,10,0,1,2,1,378.372025397191,0,0,"40089036_2",2,1,0,0,1,0,0,479,20,499,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"1312",40089169,3,2,2,1,11,2,"MD",24,2,2,201702,1,2,1,5,1,1,5,1,5,3,51,1,2,"47900",80,7000,7000,5000,70,7000,7000,2,1,58,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,5,2,0,-1,-1,38,-1,0,0,-9,68,-1,3,"08:30 AM",1,1,0,-1,-1,1,2,-1,1,3,2,-1,1,-1,6500,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,10.4099999999999,11,1,2,22,-9,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3586.30223987985,1,2,1,5,3,4,3,5,4,1,5,3,2,3,3,2,1,3,0,1,2,1,4079.07492684841,0,0,"40089169_1",1,1,0,0,1,0,0,533,68,601,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"1313",40090249,3,2,1,0,1,0,"WI",55,1,1,201702,1,1,2,4,2,1,4,1,3,2,32,6,2,"33340",70,17000,7000,5000,70,17000,7000,2,1,40,1,2,1,1,6,1,-1,1,2,2,11,-1,1,-1,5,0,0,-1,-1,26,-1,0,0,-9,15,-1,30,"04:00 PM",2,2,-1,-1,-1,0,2,-1,3,2,-1,-8,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1.81999999999999,55,2,2,1.90999999999997,-9,4,4,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,852.250385635639,2,3,1,5,2,4,5,5,1,5,5,3,3,4,3,2,2,2,0,1,1,1,747.924590845218,0,0,"40090249_1",1,1,0,0,1,0,0,262,15,277,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
