,division,veh_per_hh
0,21,11.166571817177998
1,22,18.356408827820776
2,31,5.35479350395775
3,32,17.0845566302444
4,51,10.989177332805225
5,52,9.745076376131435
6,62,3.8202503671923274
7,63,4.181173579331747
8,91,11.51444689918782
9,92,25.91505207649942
