binLeft,binRight,value
40895.14251711398,41202.430037245096,3485.371719196378
41202.430037245096,41509.717557376214,391.70917927133803
41509.717557376214,41817.00507750733,2932.149911618753
41817.00507750733,42124.29259763845,1747.9148602867685
42124.29259763845,42431.58011776957,2399.7822993610966
42431.58011776957,42738.86763790069,1042.577414789161
42738.86763790069,43046.155158031805,11464.784596286008
43046.155158031805,43353.44267816292,7804.16906865308
43353.44267816292,43660.73019829404,2601.614571168161
43660.73019829404,43968.01771842516,287.95155285541597
43968.01771842516,44275.30523855628,631.89198236475
44275.30523855628,44582.592758687395,4909.526764001989
44582.592758687395,44889.88027881851,10726.5652708718
44889.88027881851,45197.16779894963,2240.9242646766297
45197.16779894963,45504.45531908075,656.187347786642
45504.45531908075,45811.74283921187,15277.613872387386
45811.74283921187,46119.030359342985,3006.7258352874424
46119.030359342985,46426.3178794741,363.5585825440712
46426.3178794741,46733.60539960522,0.0
46733.60539960522,47040.89291973634,214.332300291425
47040.89291973634,47348.18043986746,295.629302504309
47348.18043986746,47655.467959998576,0.0
47655.467959998576,47962.755480129694,323.9835199733051
47962.755480129694,48270.04300026081,0.0
48270.04300026081,48577.33052039193,680.2450794562925
48577.33052039193,48884.61804052305,68.3207899778788
48884.61804052305,49191.905560654166,375.827934430032
49191.905560654166,49499.193080785284,111.45115105384701
49499.193080785284,49806.480600916395,2339.43122294237
49806.480600916395,50113.76812104751,0.0
50113.76812104751,50421.05564117863,859.126066099837
50421.05564117863,50728.34316130975,0.0
50728.34316130975,51035.63068144087,435.833342947181
51035.63068144087,51342.918201571985,0.0
51342.918201571985,51650.2057217031,1322.80347133521
51650.2057217031,51957.49324183422,0.0
51957.49324183422,52264.78076196534,253.56429583538798
52264.78076196534,52572.06828209646,0.0
52572.06828209646,52879.355802227576,0.0
52879.355802227576,53186.643322358694,0.0
53186.643322358694,53493.93084248981,0.0
53493.93084248981,53801.21836262093,160.60635853796998
53801.21836262093,54108.50588275205,70.5610720157602
54108.50588275205,54415.793402883166,0.0
54415.793402883166,54723.080923014284,0.0
54723.080923014284,55030.3684431454,0.0
55030.3684431454,55337.65596327652,0.0
55337.65596327652,55644.94348340764,0.0
55644.94348340764,55952.231003538756,0.0
55952.231003538756,56259.518523669874,0.0
56259.518523669874,56566.80604380099,0.0
56566.80604380099,56874.09356393211,0.0
56874.09356393211,57181.38108406323,0.0
57181.38108406323,57488.66860419435,0.0
57488.66860419435,57795.956124325465,0.0
57795.956124325465,58103.24364445658,620.428043392585
58103.24364445658,58410.5311645877,0.0
58410.5311645877,58717.81868471882,0.0
58717.81868471882,59025.10620484994,0.0
59025.10620484994,59332.393724981055,0.0
59332.393724981055,59639.68124511217,0.0
59639.68124511217,59946.96876524329,0.0
59946.96876524329,60254.25628537441,0.0
60254.25628537441,60561.54380550553,0.0
60561.54380550553,60868.831325636645,0.0
60868.831325636645,61176.11884576776,0.0
61176.11884576776,61483.40636589888,0.0
61483.40636589888,61790.69388603,304.832344565484
