binLeft,binRight,value
0.1395229028538721,0.17909140390757008,198195.33800766335
0.17909140390757008,0.21865990496126808,4787946.824821394
0.21865990496126808,0.2582284060149661,18768511.673717067
0.2582284060149661,0.2977969070686641,26481114.44388768
0.2977969070686641,0.33736540812236204,25382657.56629958
0.33736540812236204,0.37693390917606007,21426857.625261188
0.37693390917606007,0.41650241022975804,17335368.674499974
0.41650241022975804,0.45607091128345606,14549157.664150164
0.45607091128345606,0.4956394123371541,11512625.326298492
0.4956394123371541,0.535207913390852,9117551.238760155
0.535207913390852,0.57477641444455,7717929.127729412
0.57477641444455,0.6143449154982481,6189609.754028705
0.6143449154982481,0.653913416551946,5261169.018071826
0.653913416551946,0.6934819176056439,4192189.4665992265
0.6934819176056439,0.7330504186593421,3558575.773413065
0.7330504186593421,0.77261891971304,3070717.5293858917
0.77261891971304,0.8121874207667381,2718579.7480893075
0.8121874207667381,0.851755921820436,2372811.6411556797
0.851755921820436,0.8913244228741339,2126786.019941235
0.8913244228741339,0.9308929239278321,1701783.686585892
0.9308929239278321,0.97046142498153,1431876.803490539
0.97046142498153,1.010029926035228,1390128.4417550669
1.010029926035228,1.049598427088926,1120034.3160019391
1.049598427088926,1.089166928142624,1076091.1668826998
1.089166928142624,1.128735429196322,927001.3893926337
1.128735429196322,1.16830393025002,970142.1779959772
1.16830393025002,1.207872431303718,745064.204175384
1.207872431303718,1.2474409323574158,669404.4945169229
1.2474409323574158,1.287009433411114,594596.7508716389
1.287009433411114,1.3265779344648119,593233.1514817931
1.3265779344648119,1.36614643551851,569462.0328996247
1.36614643551851,1.405714936572208,572597.2893930582
1.405714936572208,1.4452834376259058,438933.8973430459
1.4452834376259058,1.484851938679604,379418.250105803
1.484851938679604,1.5244204397333019,414705.43128232344
1.5244204397333019,1.563988940787,337124.2793081295
1.563988940787,1.603557441840698,348517.04737216193
1.603557441840698,1.6431259428943958,390576.0828182771
1.6431259428943958,1.682694443948094,286196.9416091063
1.682694443948094,1.722262945001792,266673.7075300736
1.722262945001792,1.7618314460554898,239137.83789153982
1.7618314460554898,1.801399947109188,211409.18318526252
1.801399947109188,1.8409684481628859,316879.41550649947
1.8409684481628859,1.8805369492165838,224380.2649875034
1.8805369492165838,1.920105450270282,234684.08232528018
1.920105450270282,1.9596739513239798,278798.5792041277
1.9596739513239798,1.999242452377678,152336.4156617194
1.999242452377678,2.038810953431376,198297.23002384984
2.038810953431376,2.078379454485074,160083.94039454742
2.078379454485074,2.117947955538772,192793.7732248602
2.117947955538772,2.15751645659247,160605.4574043346
2.15751645659247,2.197084957646168,141141.5745836359
2.197084957646168,2.2366534586998656,97906.77790534464
2.2366534586998656,2.276221959753564,150467.12028716825
2.276221959753564,2.315790460807262,111011.85882763773
2.315790460807262,2.3553589618609596,121013.4330274227
2.3553589618609596,2.3949274629146577,120167.50326606761
2.3949274629146577,2.434495963968356,122864.90297949157
2.434495963968356,2.474064465022054,114406.96641612632
2.474064465022054,2.5136329660757517,140764.69147269425
2.5136329660757517,2.55320146712945,103115.45670884849
2.55320146712945,2.592769968183148,104692.66664376364
2.592769968183148,2.6323384692368457,85515.96324382658
2.6323384692368457,2.671906970290544,101147.16728632682
2.671906970290544,2.711475471344242,80943.15641564588
2.711475471344242,2.7510439723979396,69205.27711847749
2.7510439723979396,2.7906124734516378,86046.510623488
2.7906124734516378,2.830180974505336,77087.47906569156
2.830180974505336,2.8697494755590336,57286.221065885315
2.8697494755590336,2.9093179766127317,63004.93360093929
2.9093179766127317,2.94888647766643,39205.601818103736
2.94888647766643,2.988454978720128,39970.50647500946
2.988454978720128,3.0280234797738257,72453.00452955201
3.0280234797738257,3.067591980827524,53537.21849451677
3.067591980827524,3.107160481881222,44479.62734779716
3.107160481881222,3.1467289829349196,79023.27976753771
3.1467289829349196,3.186297483988618,24174.661265627554
3.186297483988618,3.225865985042316,70777.68712293793
3.225865985042316,3.2654344860960136,39501.881899053544
3.2654344860960136,3.3050029871497117,56007.88808506486
3.3050029871497117,3.34457148820341,72945.06862105412
3.34457148820341,3.3841399892571076,53167.846434729865
3.3841399892571076,3.4237084903108057,64561.391407393734
3.4237084903108057,3.463276991364504,44814.39276167798
3.463276991364504,3.5028454924182015,46659.65451208532
3.5028454924182015,3.5424139934718997,46746.2384161627
3.5424139934718997,3.581982494525598,55194.47522776856
3.581982494525598,3.6215509955792955,34597.37686515627
3.6215509955792955,3.6611194966329936,44427.979301900334
